latitude,longitude
40.6909681,-73.9892198
40.6917872,-73.9890093
40.8068327,-73.9342151
40.8061691,-73.9348588
40.8057523,-73.9347088
40.8417297,-73.9394169
40.8411266,-73.9398609
40.7194205,-73.9913214
40.7196806,-73.9921746
40.7215815,-73.9977854
40.7203456,-73.9941173
40.7214509,-73.9973979
40.7208958,-73.9957503
40.7211736,-73.9965747
40.7206316,-73.9949663
40.7024415,-74.0128371
40.7024037,-74.0137608
40.8655306,-73.9272714
40.8615472,-73.924733
40.8616308,-73.9247908
40.863575,-73.926011
40.7622894,-73.9723599
40.762967,-73.973968
40.7027326,-74.0122323
40.7518406,-73.9996874
40.7513227,-73.9991493
40.8033856,-73.9291157
40.8040325,-73.9278686
40.7270946,-73.9915448
40.7252621,-73.9922803
40.7256721,-73.9921271
40.7264167,-73.9918576
40.748439,-73.98456
40.7496934,-73.987522
40.7150492,-73.9923771
40.7143903,-73.9925559
40.8513418,-73.9402247
40.851404,-73.9412201
40.8039386,-73.9521145
40.8045666,-73.9516525
40.8278508,-73.9351559
40.8280057,-73.9349762
40.7360129,-73.9936067
40.7347938,-73.9907171
40.7352048,-73.9916914
40.8656391,-73.9284202
40.7704017,-73.9876293
40.7778282,-73.982206
40.7741585,-73.9848805
40.7747952,-73.9844165
40.7766574,-73.9830593
40.7710327,-73.9871585
40.776047,-73.9835042
40.7772952,-73.9825945
40.7735379,-73.9853328
40.7716655,-73.9866974
40.7722879,-73.9862438
40.7241854,-73.9909044
40.723736,-73.9910072
40.8007596,-73.961733
40.8017903,-73.9610568
40.8011683,-73.9614382
40.8496786,-73.9345819
40.8489559,-73.9328625
40.849321,-73.933731
40.7079114,-74.0001406
40.7098025,-73.9919815
40.7085457,-73.9990003
40.7089789,-73.9978313
40.7082883,-73.9994304
40.7095182,-73.9940271
40.709248,-73.9959332
40.7092057,-73.996231
40.7017938,-74.0111561
40.7032082,-74.0079771
40.7647403,-73.988034
40.7612693,-73.9905609
40.7628617,-73.9894017
40.7634901,-73.9889429
40.7641124,-73.9884895
40.7616057,-73.9903158
40.8032558,-73.9526176
40.7994807,-73.9553885
40.8000625,-73.9549552
40.8025882,-73.9531095
40.8006945,-73.9544844
40.8019575,-73.9535654
40.7233191,-74.0029712
40.723625,-74.004786
40.723449,-74.00383
40.747765,-73.982957
40.7479926,-73.9834982
40.7595272,-73.9992282
40.7593933,-73.9989142
40.7270026,-73.9998695
40.7281021,-74.0021007
40.7273529,-74.0005803
40.710953,-73.9919863
40.7106096,-73.9919057
40.7104503,-73.9920968
40.7109105,-73.9922223
40.7117948,-73.9997023
40.7110335,-74.0004596
40.7451712,-73.9709376
40.7457272,-73.9722369
40.7456771,-73.9721195
40.7332927,-73.9871818
40.7388264,-73.983148
40.7346191,-73.9862156
40.7352035,-73.98579
40.7375427,-73.9840861
40.7369623,-73.9845088
40.7381579,-73.983638
40.7339789,-73.9866821
40.7363755,-73.9849362
40.7357911,-73.985362
40.808029,-73.9314823
40.7164713,-73.9883784
40.71824,-73.9874505
40.717409,-73.987879
40.8593942,-73.9307617
40.8593027,-73.9313326
40.737361,-73.99684
40.766287,-73.981848
40.765521,-73.980036
40.8024319,-73.9306944
40.8017608,-73.9311972
40.7048214,-74.0149608
40.7049447,-74.0156376
40.7139962,-73.9974922
40.7136728,-73.997981
40.7528022,-73.9792861
40.7524129,-73.9783547
40.7241983,-73.9925341
40.723851,-73.9913862
40.7029687,-74.0115091
40.7121484,-73.9922194
40.7135358,-73.9927097
40.7131741,-73.9926692
40.7456765,-73.9771033
40.7453923,-73.977327
40.692159,-73.9890997
40.6920881,-73.988932
40.6733152,-73.9704419
40.6744862,-73.9700645
40.6730884,-73.9694162
40.673001,-73.9688829
40.7017567,-73.992776
40.7021313,-73.9925816
40.7020174,-73.9926204
40.7143936,-73.9308007
40.7144497,-73.9305685
40.6733347,-73.969563
